,Asset ID,Name,Date,Hour,MWh,Peak Status,Last Updated
0,ARD1,Ardenville,"May 11, 2021",1,13.0565,Off-Peak,2021-06-08
1,ARD1,Ardenville,"May 11, 2021",2,22.0073,Off-Peak,2021-06-08
2,ARD1,Ardenville,"May 11, 2021",3,28.7307,Off-Peak,2021-06-08
3,ARD1,Ardenville,"May 11, 2021",4,37.4134,Off-Peak,2021-06-08
4,ARD1,Ardenville,"May 11, 2021",5,28.5291,Off-Peak,2021-06-08
5,ARD1,Ardenville,"May 11, 2021",6,32.4598,Off-Peak,2021-06-08
6,ARD1,Ardenville,"May 11, 2021",7,32.0110,Off-Peak,2021-06-08
7,ARD1,Ardenville,"May 11, 2021",8,25.6285,Peak,2021-06-08
8,ARD1,Ardenville,"May 11, 2021",9,27.0154,Peak,2021-06-08
9,ARD1,Ardenville,"May 11, 2021",10,18.2190,Peak,2021-06-08
10,ARD1,Ardenville,"May 11, 2021",11,8.9336,Peak,2021-06-08
11,ARD1,Ardenville,"May 11, 2021",12,2.7890,Off-Peak,2021-06-08
12,ARD1,Ardenville,"May 11, 2021",13,1.7334,Off-Peak,2021-06-08
13,ARD1,Ardenville,"May 11, 2021",14,9.1126,Off-Peak,2021-06-08
14,ARD1,Ardenville,"May 11, 2021",15,3.0155,Off-Peak,2021-06-08
15,ARD1,Ardenville,"May 11, 2021",16,0.0000,Off-Peak,2021-06-08
16,ARD1,Ardenville,"May 11, 2021",17,3.9211,Off-Peak,2021-06-08
17,ARD1,Ardenville,"May 11, 2021",18,3.0154,Off-Peak,2021-06-08
18,ARD1,Ardenville,"May 11, 2021",19,0.6264,Off-Peak,2021-06-08
19,ARD1,Ardenville,"May 11, 2021",20,0.8399,Off-Peak,2021-06-08
20,ARD1,Ardenville,"May 11, 2021",21,1.1134,Off-Peak,2021-06-08
21,ARD1,Ardenville,"May 11, 2021",22,0.0000,Off-Peak,2021-06-08
22,ARD1,Ardenville,"May 11, 2021",23,0.0000,Off-Peak,2021-06-08
