,Asset ID,Name,Date,Hour,MWh,Peak Status,Last Updated
0,ARD1,Ardenville,"June 01, 2021",1,9.3125,Off-Peak,2021-06-08
1,ARD1,Ardenville,"June 01, 2021",2,1.9540,Off-Peak,2021-06-08
2,ARD1,Ardenville,"June 01, 2021",3,9.9885,Off-Peak,2021-06-08
3,ARD1,Ardenville,"June 01, 2021",4,14.1730,Off-Peak,2021-06-08
4,ARD1,Ardenville,"June 01, 2021",5,18.3460,Off-Peak,2021-06-08
5,ARD1,Ardenville,"June 01, 2021",6,29.0975,Off-Peak,2021-06-08
6,ARD1,Ardenville,"June 01, 2021",7,30.8630,Off-Peak,2021-06-08
7,ARD1,Ardenville,"June 01, 2021",8,36.9570,Peak,2021-06-08
8,ARD1,Ardenville,"June 01, 2021",9,23.3430,Peak,2021-06-08
9,ARD1,Ardenville,"June 01, 2021",10,13.6380,Peak,2021-06-08
10,ARD1,Ardenville,"June 01, 2021",11,10.1580,Peak,2021-06-08
11,ARD1,Ardenville,"June 01, 2021",12,2.5047,Off-Peak,2021-06-08
12,ARD1,Ardenville,"June 01, 2021",13,0.0517,Off-Peak,2021-06-08
13,ARD1,Ardenville,"June 01, 2021",14,0.0262,Off-Peak,2021-06-08
14,ARD1,Ardenville,"June 01, 2021",15,0.0000,Off-Peak,2021-06-08
15,ARD1,Ardenville,"June 01, 2021",16,0.0000,Off-Peak,2021-06-08
16,ARD1,Ardenville,"June 01, 2021",17,0.0000,Off-Peak,2021-06-08
17,ARD1,Ardenville,"June 01, 2021",18,0.0000,Off-Peak,2021-06-08
18,ARD1,Ardenville,"June 01, 2021",19,0.0000,Off-Peak,2021-06-08
19,ARD1,Ardenville,"June 01, 2021",20,0.0000,Off-Peak,2021-06-08
20,ARD1,Ardenville,"June 01, 2021",21,0.4340,Off-Peak,2021-06-08
21,ARD1,Ardenville,"June 01, 2021",22,4.6160,Off-Peak,2021-06-08
22,ARD1,Ardenville,"June 01, 2021",23,14.0180,Off-Peak,2021-06-08
23,ARD1,Ardenville,"June 01, 2021",24,24.9100,Off-Peak,2021-06-08
24,BTR1,Blue Trail,"June 01, 2021",1,8.1280,Off-Peak,2021-06-08
25,BTR1,Blue Trail,"June 01, 2021",2,4.9235,Off-Peak,2021-06-08
26,BTR1,Blue Trail,"June 01, 2021",3,4.3925,Off-Peak,2021-06-08
27,BTR1,Blue Trail,"June 01, 2021",4,7.2960,Off-Peak,2021-06-08
28,BTR1,Blue Trail,"June 01, 2021",5,13.3760,Off-Peak,2021-06-08
29,BTR1,Blue Trail,"June 01, 2021",6,20.2880,Off-Peak,2021-06-08
30,BTR1,Blue Trail,"June 01, 2021",7,18.8800,Off-Peak,2021-06-08
31,BTR1,Blue Trail,"June 01, 2021",8,13.8880,Peak,2021-06-08
32,BTR1,Blue Trail,"June 01, 2021",9,3.4560,Peak,2021-06-08
33,BTR1,Blue Trail,"June 01, 2021",10,0.1880,Peak,2021-06-08
34,BTR1,Blue Trail,"June 01, 2021",11,0.0000,Peak,2021-06-08
35,BTR1,Blue Trail,"June 01, 2021",12,0.0000,Off-Peak,2021-06-08
36,BTR1,Blue Trail,"June 01, 2021",13,0.0370,Off-Peak,2021-06-08
37,BTR1,Blue Trail,"June 01, 2021",14,0.0590,Off-Peak,2021-06-08
38,BTR1,Blue Trail,"June 01, 2021",15,0.0000,Off-Peak,2021-06-08
39,BTR1,Blue Trail,"June 01, 2021",16,0.0000,Off-Peak,2021-06-08
40,BTR1,Blue Trail,"June 01, 2021",17,0.0000,Off-Peak,2021-06-08
41,BTR1,Blue Trail,"June 01, 2021",18,0.0000,Off-Peak,2021-06-08
42,BTR1,Blue Trail,"June 01, 2021",19,0.0000,Off-Peak,2021-06-08
43,BTR1,Blue Trail,"June 01, 2021",20,0.0000,Off-Peak,2021-06-08
44,BTR1,Blue Trail,"June 01, 2021",21,0.1890,Off-Peak,2021-06-08
45,BTR1,Blue Trail,"June 01, 2021",22,0.4365,Off-Peak,2021-06-08
46,BTR1,Blue Trail,"June 01, 2021",23,4.7360,Off-Peak,2021-06-08
47,BTR1,Blue Trail,"June 01, 2021",24,7.6800,Off-Peak,2021-06-08
48,VQ6,Waterton,"June 01, 2021",1,0.2544,Off-Peak,2021-06-08
49,VQ6,Waterton,"June 01, 2021",2,0.1387,Off-Peak,2021-06-08
50,VQ6,Waterton,"June 01, 2021",3,0.3275,Off-Peak,2021-06-08
51,VQ6,Waterton,"June 01, 2021",4,0.4161,Off-Peak,2021-06-08
52,VQ6,Waterton,"June 01, 2021",5,0.3802,Off-Peak,2021-06-08
53,VQ6,Waterton,"June 01, 2021",6,0.3979,Off-Peak,2021-06-08
54,VQ6,Waterton,"June 01, 2021",7,0.2707,Off-Peak,2021-06-08
55,VQ6,Waterton,"June 01, 2021",8,0.1957,Peak,2021-06-08
56,VQ6,Waterton,"June 01, 2021",9,0.1624,Peak,2021-06-08
57,VQ6,Waterton,"June 01, 2021",10,0.1476,Peak,2021-06-08
58,VQ6,Waterton,"June 01, 2021",11,0.0816,Peak,2021-06-08
59,VQ6,Waterton,"June 01, 2021",12,0.0022,Off-Peak,2021-06-08
60,VQ6,Waterton,"June 01, 2021",13,0.0070,Off-Peak,2021-06-08
61,VQ6,Waterton,"June 01, 2021",14,0.0000,Off-Peak,2021-06-08
62,VQ6,Waterton,"June 01, 2021",15,0.0000,Off-Peak,2021-06-08
63,VQ6,Waterton,"June 01, 2021",16,0.0000,Off-Peak,2021-06-08
64,VQ6,Waterton,"June 01, 2021",17,0.0001,Off-Peak,2021-06-08
65,VQ6,Waterton,"June 01, 2021",18,0.0000,Off-Peak,2021-06-08
66,VQ6,Waterton,"June 01, 2021",19,0.0058,Off-Peak,2021-06-08
