,Asset ID,Name,Date,Hour,MWh,Peak Status,Last Updated
0,ARD1,Ardenville,"April 29, 2021",1,62.0908,Off-Peak,2021-06-08
1,ARD1,Ardenville,"April 29, 2021",2,46.3481,Off-Peak,2021-06-08
2,ARD1,Ardenville,"April 29, 2021",3,25.6248,Off-Peak,2021-06-08
3,ARD1,Ardenville,"April 29, 2021",4,32.0683,Off-Peak,2021-06-08
4,ARD1,Ardenville,"April 29, 2021",5,30.1661,Off-Peak,2021-06-08
5,ARD1,Ardenville,"April 29, 2021",6,36.0908,Off-Peak,2021-06-08
6,ARD1,Ardenville,"April 29, 2021",7,48.0011,Off-Peak,2021-06-08
7,ARD1,Ardenville,"April 29, 2021",8,40.9274,Peak,2021-06-08
8,ARD1,Ardenville,"April 29, 2021",9,38.7699,Peak,2021-06-08
9,ARD1,Ardenville,"April 29, 2021",10,49.5716,Peak,2021-06-08
10,ARD1,Ardenville,"April 29, 2021",11,57.1249,Peak,2021-06-08
11,ARD1,Ardenville,"April 29, 2021",12,67.8797,Off-Peak,2021-06-08
12,ARD1,Ardenville,"April 29, 2021",13,64.8958,Off-Peak,2021-06-08
13,ARD1,Ardenville,"April 29, 2021",14,65.4426,Off-Peak,2021-06-08
14,ARD1,Ardenville,"April 29, 2021",15,41.0128,Off-Peak,2021-06-08
15,ARD1,Ardenville,"April 29, 2021",16,45.8108,Off-Peak,2021-06-08
16,ARD1,Ardenville,"April 29, 2021",17,44.7106,Off-Peak,2021-06-08
17,ARD1,Ardenville,"April 29, 2021",18,59.9535,Off-Peak,2021-06-08
18,ARD1,Ardenville,"April 29, 2021",19,54.7786,Off-Peak,2021-06-08
19,ARD1,Ardenville,"April 29, 2021",20,42.4828,Off-Peak,2021-06-08
20,ARD1,Ardenville,"April 29, 2021",21,15.3486,Off-Peak,2021-06-08
21,ARD1,Ardenville,"April 29, 2021",22,13.5504,Off-Peak,2021-06-08
22,ARD1,Ardenville,"April 29, 2021",23,22.2933,Off-Peak,2021-06-08
23,ARD1,Ardenville,"April 29, 2021",24,14.4211,Off-Peak,2021-06-08
24,BTR1,Blue Trail,"April 29, 2021",1,44.2240,Off-Peak,2021-06-08
25,BTR1,Blue Trail,"April 29, 2021",2,29.6320,Off-Peak,2021-06-08
