,Asset ID,Name,Date,Hour,MWh,Peak Status,Last Updated
0,ARD1,Ardenville,"April 21, 2021",1,9.3980,Off-Peak,2021-06-08
1,ARD1,Ardenville,"April 21, 2021",2,9.2375,Off-Peak,2021-06-08
2,ARD1,Ardenville,"April 21, 2021",3,8.0730,Off-Peak,2021-06-08
3,ARD1,Ardenville,"April 21, 2021",4,15.1380,Off-Peak,2021-06-08
4,ARD1,Ardenville,"April 21, 2021",5,23.1750,Off-Peak,2021-06-08
5,ARD1,Ardenville,"April 21, 2021",6,41.5865,Off-Peak,2021-06-08
6,ARD1,Ardenville,"April 21, 2021",7,51.2135,Off-Peak,2021-06-08
7,ARD1,Ardenville,"April 21, 2021",8,55.9500,Peak,2021-06-08
8,ARD1,Ardenville,"April 21, 2021",9,45.8810,Peak,2021-06-08
9,ARD1,Ardenville,"April 21, 2021",10,30.7160,Peak,2021-06-08
10,ARD1,Ardenville,"April 21, 2021",11,20.8860,Peak,2021-06-08
11,ARD1,Ardenville,"April 21, 2021",12,16.1690,Off-Peak,2021-06-08
12,ARD1,Ardenville,"April 21, 2021",13,15.5800,Off-Peak,2021-06-08
13,ARD1,Ardenville,"April 21, 2021",14,16.3310,Off-Peak,2021-06-08
14,ARD1,Ardenville,"April 21, 2021",15,14.1880,Off-Peak,2021-06-08
15,ARD1,Ardenville,"April 21, 2021",16,12.3630,Off-Peak,2021-06-08
16,ARD1,Ardenville,"April 21, 2021",17,15.1050,Off-Peak,2021-06-08
17,ARD1,Ardenville,"April 21, 2021",18,34.1220,Off-Peak,2021-06-08
18,ARD1,Ardenville,"April 21, 2021",19,51.7980,Off-Peak,2021-06-08
19,ARD1,Ardenville,"April 21, 2021",20,58.5340,Off-Peak,2021-06-08
20,ARD1,Ardenville,"April 21, 2021",21,61.9770,Off-Peak,2021-06-08
21,ARD1,Ardenville,"April 21, 2021",22,57.7850,Off-Peak,2021-06-08
22,ARD1,Ardenville,"April 21, 2021",23,38.2350,Off-Peak,2021-06-08
23,ARD1,Ardenville,"April 21, 2021",24,32.0580,Off-Peak,2021-06-08
24,BTR1,Blue Trail,"April 21, 2021",1,15.1040,Off-Peak,2021-06-08
25,BTR1,Blue Trail,"April 21, 2021",2,11.3280,Off-Peak,2021-06-08
26,BTR1,Blue Trail,"April 21, 2021",3,19.7120,Off-Peak,2021-06-08
27,BTR1,Blue Trail,"April 21, 2021",4,30.6560,Off-Peak,2021-06-08
28,BTR1,Blue Trail,"April 21, 2021",5,40.2560,Off-Peak,2021-06-08
29,BTR1,Blue Trail,"April 21, 2021",6,46.1440,Off-Peak,2021-06-08
30,BTR1,Blue Trail,"April 21, 2021",7,49.9200,Off-Peak,2021-06-08
31,BTR1,Blue Trail,"April 21, 2021",8,51.2000,Peak,2021-06-08
32,BTR1,Blue Trail,"April 21, 2021",9,45.6320,Peak,2021-06-08
33,BTR1,Blue Trail,"April 21, 2021",10,34.1120,Peak,2021-06-08
34,BTR1,Blue Trail,"April 21, 2021",11,21.3760,Peak,2021-06-08
35,BTR1,Blue Trail,"April 21, 2021",12,7.8080,Off-Peak,2021-06-08
36,BTR1,Blue Trail,"April 21, 2021",13,8.7040,Off-Peak,2021-06-08
37,BTR1,Blue Trail,"April 21, 2021",14,12.6720,Off-Peak,2021-06-08
38,BTR1,Blue Trail,"April 21, 2021",15,11.7120,Off-Peak,2021-06-08
39,BTR1,Blue Trail,"April 21, 2021",16,7.8080,Off-Peak,2021-06-08
40,BTR1,Blue Trail,"April 21, 2021",17,15.1040,Off-Peak,2021-06-08
41,BTR1,Blue Trail,"April 21, 2021",18,44.4800,Off-Peak,2021-06-08
42,BTR1,Blue Trail,"April 21, 2021",19,55.3600,Off-Peak,2021-06-08
43,BTR1,Blue Trail,"April 21, 2021",20,52.4160,Off-Peak,2021-06-08
44,BTR1,Blue Trail,"April 21, 2021",21,51.0080,Off-Peak,2021-06-08
45,BTR1,Blue Trail,"April 21, 2021",22,35.7760,Off-Peak,2021-06-08
46,BTR1,Blue Trail,"April 21, 2021",23,15.1040,Off-Peak,2021-06-08
47,BTR1,Blue Trail,"April 21, 2021",24,16.2560,Off-Peak,2021-06-08
48,VQ6,Waterton,"April 21, 2021",1,0.4006,Off-Peak,2021-06-08
49,VQ6,Waterton,"April 21, 2021",2,0.3943,Off-Peak,2021-06-08
50,VQ6,Waterton,"April 21, 2021",3,0.5052,Off-Peak,2021-06-08
51,VQ6,Waterton,"April 21, 2021",4,0.5717,Off-Peak,2021-06-08
52,VQ6,Waterton,"April 21, 2021",5,0.5346,Off-Peak,2021-06-08
53,VQ6,Waterton,"April 21, 2021",6,0.5820,Off-Peak,2021-06-08
54,VQ6,Waterton,"April 21, 2021",7,0.6261,Off-Peak,2021-06-08
55,VQ6,Waterton,"April 21, 2021",8,0.5869,Peak,2021-06-08
56,VQ6,Waterton,"April 21, 2021",9,0.5665,Peak,2021-06-08
57,VQ6,Waterton,"April 21, 2021",10,0.5117,Peak,2021-06-08
58,VQ6,Waterton,"April 21, 2021",11,0.3838,Peak,2021-06-08
59,VQ6,Waterton,"April 21, 2021",12,0.3305,Off-Peak,2021-06-08
60,VQ6,Waterton,"April 21, 2021",13,0.3571,Off-Peak,2021-06-08
61,VQ6,Waterton,"April 21, 2021",14,0.3895,Off-Peak,2021-06-08
62,VQ6,Waterton,"April 21, 2021",15,0.3915,Off-Peak,2021-06-08
63,VQ6,Waterton,"April 21, 2021",16,0.3958,Off-Peak,2021-06-08
64,VQ6,Waterton,"April 21, 2021",17,0.3489,Off-Peak,2021-06-08
65,VQ6,Waterton,"April 21, 2021",18,0.3532,Off-Peak,2021-06-08
66,VQ6,Waterton,"April 21, 2021",19,0.2098,Off-Peak,2021-06-08
67,VQ6,Waterton,"April 21, 2021",20,0.1869,Off-Peak,2021-06-08
68,VQ6,Waterton,"April 21, 2021",21,0.1743,Off-Peak,2021-06-08
69,VQ6,Waterton,"April 21, 2021",22,0.1045,Off-Peak,2021-06-08
70,VQ6,Waterton,"April 21, 2021",23,0.1648,Off-Peak,2021-06-08
