,Asset ID,Name,Date,Hour,MWh,Peak Status,Last Updated
0,ARD1,Ardenville,"June 06, 2021",1,53.6071,Off-Peak,2021-06-08
1,ARD1,Ardenville,"June 06, 2021",2,67.8385,Off-Peak,2021-06-08
2,ARD1,Ardenville,"June 06, 2021",3,68.0590,Off-Peak,2021-06-08
3,ARD1,Ardenville,"June 06, 2021",4,67.1321,Off-Peak,2021-06-08
4,ARD1,Ardenville,"June 06, 2021",5,64.4589,Off-Peak,2021-06-08
5,ARD1,Ardenville,"June 06, 2021",6,66.9266,Off-Peak,2021-06-08
6,ARD1,Ardenville,"June 06, 2021",7,67.3247,Off-Peak,2021-06-08
7,ARD1,Ardenville,"June 06, 2021",8,66.9921,Peak,2021-06-08
8,ARD1,Ardenville,"June 06, 2021",9,67.8606,Peak,2021-06-08
9,ARD1,Ardenville,"June 06, 2021",10,67.7573,Peak,2021-06-08
10,ARD1,Ardenville,"June 06, 2021",11,66.1169,Peak,2021-06-08
11,ARD1,Ardenville,"June 06, 2021",12,55.7853,Off-Peak,2021-06-08
12,ARD1,Ardenville,"June 06, 2021",13,44.5298,Off-Peak,2021-06-08
13,ARD1,Ardenville,"June 06, 2021",14,28.3809,Off-Peak,2021-06-08
14,ARD1,Ardenville,"June 06, 2021",15,16.8828,Off-Peak,2021-06-08
15,ARD1,Ardenville,"June 06, 2021",16,9.8422,Off-Peak,2021-06-08
16,ARD1,Ardenville,"June 06, 2021",17,10.3426,Off-Peak,2021-06-08
17,ARD1,Ardenville,"June 06, 2021",18,14.3247,Off-Peak,2021-06-08
18,ARD1,Ardenville,"June 06, 2021",19,17.1067,Off-Peak,2021-06-08
19,ARD1,Ardenville,"June 06, 2021",20,42.5589,Off-Peak,2021-06-08
20,ARD1,Ardenville,"June 06, 2021",21,36.6078,Off-Peak,2021-06-08
21,ARD1,Ardenville,"June 06, 2021",22,15.7199,Off-Peak,2021-06-08
22,ARD1,Ardenville,"June 06, 2021",23,22.0058,Off-Peak,2021-06-08
23,ARD1,Ardenville,"June 06, 2021",24,43.2628,Off-Peak,2021-06-08
24,BTR1,Blue Trail,"June 06, 2021",1,57.9840,Off-Peak,2021-06-08
25,BTR1,Blue Trail,"June 06, 2021",2,54.5280,Off-Peak,2021-06-08
26,BTR1,Blue Trail,"June 06, 2021",3,60.4160,Off-Peak,2021-06-08
