,Asset ID,Name,Date,Hour,MWh,Peak Status,Last Updated
0,ARD1,Ardenville,"May 06, 2021",1,12.7405,Off-Peak,2021-06-08
1,ARD1,Ardenville,"May 06, 2021",2,22.8435,Off-Peak,2021-06-08
2,ARD1,Ardenville,"May 06, 2021",3,27.0100,Off-Peak,2021-06-08
3,ARD1,Ardenville,"May 06, 2021",4,17.6235,Off-Peak,2021-06-08
4,ARD1,Ardenville,"May 06, 2021",5,13.7120,Off-Peak,2021-06-08
5,ARD1,Ardenville,"May 06, 2021",6,7.1655,Off-Peak,2021-06-08
6,ARD1,Ardenville,"May 06, 2021",7,1.9620,Off-Peak,2021-06-08
7,ARD1,Ardenville,"May 06, 2021",8,0.0592,Peak,2021-06-08
8,ARD1,Ardenville,"May 06, 2021",9,0.4242,Peak,2021-06-08
9,ARD1,Ardenville,"May 06, 2021",10,5.9110,Peak,2021-06-08
10,ARD1,Ardenville,"May 06, 2021",11,17.8605,Peak,2021-06-08
11,ARD1,Ardenville,"May 06, 2021",12,27.1195,Off-Peak,2021-06-08
12,ARD1,Ardenville,"May 06, 2021",13,21.5775,Off-Peak,2021-06-08
13,ARD1,Ardenville,"May 06, 2021",14,16.5145,Off-Peak,2021-06-08
14,ARD1,Ardenville,"May 06, 2021",15,16.9660,Off-Peak,2021-06-08
15,ARD1,Ardenville,"May 06, 2021",16,17.4930,Off-Peak,2021-06-08
16,ARD1,Ardenville,"May 06, 2021",17,23.6210,Off-Peak,2021-06-08
17,ARD1,Ardenville,"May 06, 2021",18,26.9680,Off-Peak,2021-06-08
18,ARD1,Ardenville,"May 06, 2021",19,40.8145,Off-Peak,2021-06-08
19,ARD1,Ardenville,"May 06, 2021",20,39.9225,Off-Peak,2021-06-08
20,ARD1,Ardenville,"May 06, 2021",21,40.4870,Off-Peak,2021-06-08
21,ARD1,Ardenville,"May 06, 2021",22,32.7860,Off-Peak,2021-06-08
22,ARD1,Ardenville,"May 06, 2021",23,25.3430,Off-Peak,2021-06-08
23,ARD1,Ardenville,"May 06, 2021",24,34.8030,Off-Peak,2021-06-08
24,BTR1,Blue Trail,"May 06, 2021",1,15.4240,Off-Peak,2021-06-08
25,BTR1,Blue Trail,"May 06, 2021",2,23.0400,Off-Peak,2021-06-08
26,BTR1,Blue Trail,"May 06, 2021",3,38.7840,Off-Peak,2021-06-08
27,BTR1,Blue Trail,"May 06, 2021",4,35.2000,Off-Peak,2021-06-08
28,BTR1,Blue Trail,"May 06, 2021",5,21.3760,Off-Peak,2021-06-08
29,BTR1,Blue Trail,"May 06, 2021",6,2.5600,Off-Peak,2021-06-08
30,BTR1,Blue Trail,"May 06, 2021",7,0.8680,Off-Peak,2021-06-08
31,BTR1,Blue Trail,"May 06, 2021",8,0.0460,Peak,2021-06-08
32,BTR1,Blue Trail,"May 06, 2021",9,0.0000,Peak,2021-06-08
33,BTR1,Blue Trail,"May 06, 2021",10,2.5600,Peak,2021-06-08
34,BTR1,Blue Trail,"May 06, 2021",11,9.6640,Peak,2021-06-08
35,BTR1,Blue Trail,"May 06, 2021",12,22.0800,Off-Peak,2021-06-08
36,BTR1,Blue Trail,"May 06, 2021",13,15.8080,Off-Peak,2021-06-08
37,BTR1,Blue Trail,"May 06, 2021",14,13.3760,Off-Peak,2021-06-08
38,BTR1,Blue Trail,"May 06, 2021",15,12.3520,Off-Peak,2021-06-08
39,BTR1,Blue Trail,"May 06, 2021",16,12.3520,Off-Peak,2021-06-08
40,BTR1,Blue Trail,"May 06, 2021",17,11.5200,Off-Peak,2021-06-08
41,BTR1,Blue Trail,"May 06, 2021",18,13.2480,Off-Peak,2021-06-08
42,BTR1,Blue Trail,"May 06, 2021",19,25.4080,Off-Peak,2021-06-08
43,BTR1,Blue Trail,"May 06, 2021",20,30.6560,Off-Peak,2021-06-08
44,BTR1,Blue Trail,"May 06, 2021",21,32.0640,Off-Peak,2021-06-08
45,BTR1,Blue Trail,"May 06, 2021",22,39.6160,Off-Peak,2021-06-08
46,BTR1,Blue Trail,"May 06, 2021",23,40.3200,Off-Peak,2021-06-08
47,BTR1,Blue Trail,"May 06, 2021",24,55.5520,Off-Peak,2021-06-08
48,VQ6,Waterton,"May 06, 2021",1,0.0047,Off-Peak,2021-06-08
49,VQ6,Waterton,"May 06, 2021",2,0.0000,Off-Peak,2021-06-08
50,VQ6,Waterton,"May 06, 2021",3,0.0000,Off-Peak,2021-06-08
51,VQ6,Waterton,"May 06, 2021",4,0.0000,Off-Peak,2021-06-08
52,VQ6,Waterton,"May 06, 2021",5,0.0000,Off-Peak,2021-06-08
53,VQ6,Waterton,"May 06, 2021",6,0.0000,Off-Peak,2021-06-08
54,VQ6,Waterton,"May 06, 2021",7,0.0000,Off-Peak,2021-06-08
55,VQ6,Waterton,"May 06, 2021",8,0.0000,Peak,2021-06-08
56,VQ6,Waterton,"May 06, 2021",9,0.0000,Peak,2021-06-08
57,VQ6,Waterton,"May 06, 2021",10,0.0000,Peak,2021-06-08
58,VQ6,Waterton,"May 06, 2021",11,0.0000,Peak,2021-06-08
59,VQ6,Waterton,"May 06, 2021",12,0.0096,Off-Peak,2021-06-08
60,VQ6,Waterton,"May 06, 2021",13,0.0841,Off-Peak,2021-06-08
61,VQ6,Waterton,"May 06, 2021",14,0.0493,Off-Peak,2021-06-08
62,VQ6,Waterton,"May 06, 2021",15,0.0617,Off-Peak,2021-06-08
63,VQ6,Waterton,"May 06, 2021",16,0.1498,Off-Peak,2021-06-08
64,VQ6,Waterton,"May 06, 2021",17,0.3273,Off-Peak,2021-06-08
65,VQ6,Waterton,"May 06, 2021",18,0.4319,Off-Peak,2021-06-08
66,VQ6,Waterton,"May 06, 2021",19,0.5348,Off-Peak,2021-06-08
67,VQ6,Waterton,"May 06, 2021",20,0.5005,Off-Peak,2021-06-08
68,VQ6,Waterton,"May 06, 2021",21,0.3232,Off-Peak,2021-06-08
69,VQ6,Waterton,"May 06, 2021",22,0.4876,Off-Peak,2021-06-08
70,VQ6,Waterton,"May 06, 2021",23,0.5797,Off-Peak,2021-06-08
71,VQ6,Waterton,"May 06, 2021",24,0.6612,Off-Peak,2021-06-08
