,Asset ID,Name,Date,Hour,MWh,Peak Status,Last Updated
0,ARD1,Ardenville,"June 07, 2021",1,51.5066,Off-Peak,2021-06-08
1,ARD1,Ardenville,"June 07, 2021",2,54.0325,Off-Peak,2021-06-08
2,ARD1,Ardenville,"June 07, 2021",3,54.4783,Off-Peak,2021-06-08
3,ARD1,Ardenville,"June 07, 2021",4,51.9054,Off-Peak,2021-06-08
4,ARD1,Ardenville,"June 07, 2021",5,37.0229,Off-Peak,2021-06-08
5,ARD1,Ardenville,"June 07, 2021",6,19.8628,Off-Peak,2021-06-08
6,ARD1,Ardenville,"June 07, 2021",7,65.6426,Off-Peak,2021-06-08
7,ARD1,Ardenville,"June 07, 2021",8,64.8531,Peak,2021-06-08
8,ARD1,Ardenville,"June 07, 2021",9,65.4836,Peak,2021-06-08
9,ARD1,Ardenville,"June 07, 2021",10,67.2749,Peak,2021-06-08
10,ARD1,Ardenville,"June 07, 2021",11,66.3399,Peak,2021-06-08
11,ARD1,Ardenville,"June 07, 2021",12,66.0006,Off-Peak,2021-06-08
12,ARD1,Ardenville,"June 07, 2021",13,65.8568,Off-Peak,2021-06-08
13,ARD1,Ardenville,"June 07, 2021",14,66.3999,Off-Peak,2021-06-08
14,ARD1,Ardenville,"June 07, 2021",15,52.1195,Off-Peak,2021-06-08
15,ARD1,Ardenville,"June 07, 2021",16,47.0769,Off-Peak,2021-06-08
16,ARD1,Ardenville,"June 07, 2021",17,37.5751,Off-Peak,2021-06-08
17,ARD1,Ardenville,"June 07, 2021",18,20.5804,Off-Peak,2021-06-08
18,ARD1,Ardenville,"June 07, 2021",19,42.8812,Off-Peak,2021-06-08
19,ARD1,Ardenville,"June 07, 2021",20,36.5182,Off-Peak,2021-06-08
20,ARD1,Ardenville,"June 07, 2021",21,44.4464,Off-Peak,2021-06-08
21,ARD1,Ardenville,"June 07, 2021",22,51.2344,Off-Peak,2021-06-08
22,ARD1,Ardenville,"June 07, 2021",23,36.1186,Off-Peak,2021-06-08
23,ARD1,Ardenville,"June 07, 2021",24,21.9788,Off-Peak,2021-06-08
24,BTR1,Blue Trail,"June 07, 2021",1,46.5280,Off-Peak,2021-06-08
25,BTR1,Blue Trail,"June 07, 2021",2,56.7680,Off-Peak,2021-06-08
26,BTR1,Blue Trail,"June 07, 2021",3,52.6080,Off-Peak,2021-06-08
27,BTR1,Blue Trail,"June 07, 2021",4,58.7520,Off-Peak,2021-06-08
28,BTR1,Blue Trail,"June 07, 2021",5,49.9200,Off-Peak,2021-06-08
29,BTR1,Blue Trail,"June 07, 2021",6,49.9200,Off-Peak,2021-06-08
30,BTR1,Blue Trail,"June 07, 2021",7,49.4080,Off-Peak,2021-06-08
31,BTR1,Blue Trail,"June 07, 2021",8,63.9360,Peak,2021-06-08
32,BTR1,Blue Trail,"June 07, 2021",9,63.1680,Peak,2021-06-08
33,BTR1,Blue Trail,"June 07, 2021",10,62.2080,Peak,2021-06-08
34,BTR1,Blue Trail,"June 07, 2021",11,63.2320,Peak,2021-06-08
35,BTR1,Blue Trail,"June 07, 2021",12,61.0560,Off-Peak,2021-06-08
36,BTR1,Blue Trail,"June 07, 2021",13,64.4480,Off-Peak,2021-06-08
37,BTR1,Blue Trail,"June 07, 2021",14,62.0800,Off-Peak,2021-06-08
38,BTR1,Blue Trail,"June 07, 2021",15,60.7360,Off-Peak,2021-06-08
39,BTR1,Blue Trail,"June 07, 2021",16,54.7840,Off-Peak,2021-06-08
40,BTR1,Blue Trail,"June 07, 2021",17,47.2960,Off-Peak,2021-06-08
41,BTR1,Blue Trail,"June 07, 2021",18,44.9280,Off-Peak,2021-06-08
42,BTR1,Blue Trail,"June 07, 2021",19,48.0000,Off-Peak,2021-06-08
43,BTR1,Blue Trail,"June 07, 2021",20,51.7760,Off-Peak,2021-06-08
44,BTR1,Blue Trail,"June 07, 2021",21,48.0640,Off-Peak,2021-06-08
45,BTR1,Blue Trail,"June 07, 2021",22,53.3760,Off-Peak,2021-06-08
46,BTR1,Blue Trail,"June 07, 2021",23,29.8240,Off-Peak,2021-06-08
47,BTR1,Blue Trail,"June 07, 2021",24,4.7100,Off-Peak,2021-06-08
48,VQ6,Waterton,"June 07, 2021",1,0.0888,Off-Peak,2021-06-08
49,VQ6,Waterton,"June 07, 2021",2,0.3640,Off-Peak,2021-06-08
50,VQ6,Waterton,"June 07, 2021",3,0.3677,Off-Peak,2021-06-08
51,VQ6,Waterton,"June 07, 2021",4,0.4952,Off-Peak,2021-06-08
52,VQ6,Waterton,"June 07, 2021",5,0.0913,Off-Peak,2021-06-08
53,VQ6,Waterton,"June 07, 2021",6,0.5917,Off-Peak,2021-06-08
54,VQ6,Waterton,"June 07, 2021",7,0.6754,Off-Peak,2021-06-08
55,VQ6,Waterton,"June 07, 2021",8,0.6758,Peak,2021-06-08
56,VQ6,Waterton,"June 07, 2021",9,0.6761,Peak,2021-06-08
57,VQ6,Waterton,"June 07, 2021",10,0.6760,Peak,2021-06-08
58,VQ6,Waterton,"June 07, 2021",11,0.6756,Peak,2021-06-08
59,VQ6,Waterton,"June 07, 2021",12,0.6739,Off-Peak,2021-06-08
60,VQ6,Waterton,"June 07, 2021",13,0.5824,Off-Peak,2021-06-08
61,VQ6,Waterton,"June 07, 2021",14,0.5218,Off-Peak,2021-06-08
62,VQ6,Waterton,"June 07, 2021",15,0.4811,Off-Peak,2021-06-08
63,VQ6,Waterton,"June 07, 2021",16,0.1988,Off-Peak,2021-06-08
64,VQ6,Waterton,"June 07, 2021",17,0.2495,Off-Peak,2021-06-08
65,VQ6,Waterton,"June 07, 2021",18,0.2296,Off-Peak,2021-06-08
66,VQ6,Waterton,"June 07, 2021",19,0.1743,Off-Peak,2021-06-08
67,VQ6,Waterton,"June 07, 2021",20,0.0998,Off-Peak,2021-06-08
68,VQ6,Waterton,"June 07, 2021",21,0.1273,Off-Peak,2021-06-08
69,VQ6,Waterton,"June 07, 2021",22,0.1279,Off-Peak,2021-06-08
70,VQ6,Waterton,"June 07, 2021",23,0.0314,Off-Peak,2021-06-08
71,VQ6,Waterton,"June 07, 2021",24,0.0000,Off-Peak,2021-06-08
